tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,budget,openingweekend
tt3103166,movie,The Masked Saint,The Masked Saint,0,2016,\N,105,"Action,Biography,Crime",3500000.0,123777.0
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,\N,129,"Action,Comedy,Thriller",90000000.0,22383146.0
tt3125324,movie,Beyond the Lights,Beyond the Lights,0,2014,\N,116,"Drama,Music,Romance",7000000.0,6500000.0
tt3148834,movie,Thunder and the House of Magic,The House of Magic,0,2013,\N,85,"Adventure,Animation,Comedy",34000000.0,4091.0
tt3367294,movie,Compadres,Compadres,0,2016,\N,101,"Action,Comedy,Crime",3000000.0,1397434.0
tt3385516,movie,X-Men: Apocalypse,X-Men: Apocalypse,0,2016,\N,144,"Action,Adventure,Sci-Fi",178000000.0,65000000.0
tt3399024,movie,Samba,Samba,0,2014,\N,118,"Comedy,Drama,Romance",20000000.0,39041.0
tt3567288,movie,The Visit,The Visit,0,2015,\N,94,"Horror,Thriller",5000000.0,25427560.0
tt3622592,movie,Paper Towns,Paper Towns,0,2015,\N,109,"Drama,Mystery,Romance",12000000.0,12650140.0
tt3874418,movie,Warrior Princess,Warrior Princess,0,2014,\N,95,"Action,War",800000.0,500000.0
tt3990782,movie,Radio Dreams,Radio Dreams,0,2016,\N,93,Comedy,500000.0,2053.0
tt4009460,movie,Saving Christmas,Saving Christmas,0,2014,\N,80,"Comedy,Family",500000.0,651276.0
tt4026570,movie,In Pursuit of Silence,In Pursuit of Silence,0,2015,\N,81,Documentary,400000.0,5141.0
tt4030600,movie,The Bye Bye Man,The Bye Bye Man,0,2017,\N,97,"Horror,Thriller",7400000.0,13378000.0
tt4034228,movie,Manchester by the Sea,Manchester by the Sea,0,2016,\N,137,Drama,8500000.0,4223828.0
tt4034354,movie,Swiss Army Man,Swiss Army Man,0,2016,\N,97,"Adventure,Comedy,Drama",3000000.0,674288.0
tt4036488,movie,Saving Banksy,Saving Banksy,0,2017,\N,80,"Documentary,News",66000.0,15260.0
tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0,2015,\N,131,"Action,Sci-Fi,Thriller",61000000.0,30316510.0
tt4056738,movie,Do You Believe?,Do You Believe?,0,2015,\N,120,Drama,2300000.0,3591282.0
tt4062536,movie,Green Room,Green Room,0,2015,\N,95,"Crime,Horror,Thriller",5000000.0,87984.0
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,"Drama,Thriller",22500000.0,492648.0
tt4556244,movie,Dans Humongous Apartment,Dans Humongous Apartment,0,2015,\N,137,"Comedy,Drama",4500.0,1239.0
tt4568106,movie,Gabo: The Creation of Gabriel Garcia Marquez,"Gabo, la creación de Gabriel García Márquez",0,2015,\N,90,"Biography,Documentary,History",280000.0,898.0
tt4572792,movie,The Book of Henry,The Book of Henry,0,2017,\N,105,"Crime,Drama,Thriller",10000000.0,1424540.0
tt4687848,movie,Railroad Tigers,Railroad Tigers,0,2016,\N,124,"Action,Comedy,War",50000000.0,116211.0
tt4695012,movie,It Comes at Night,It Comes at Night,0,2017,\N,91,"Horror,Mystery",5000000.0,5988370.0
tt4701660,movie,The Mermaid,Mei ren yu,0,2016,\N,94,"Comedy,Drama,Fantasy",60720000.0,985052.0
tt5071886,movie,Kabali,Kabali,0,2016,\N,153,"Action,Crime,Thriller",11000000.0,1977716.0
tt5078656,movie,Champion,Champion,0,2017,\N,116,"Drama,Sport",500000.0,87100.0
tt7131870,movie,Wolf Warrior II,Zhan lang II,0,2017,\N,126,"Action,Drama,War",29700000.0,219022.0
